"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y"
49.0,"management","divorced","tertiary","no",169.0,"no","no","cellular",18.0,"jul",141.0,1.0,-1.0,0.0,"unknown","no"
26.0,"blue-collar","married","primary","no",256.0,"yes","no","cellular",18.0,"jul",169.0,2.0,-1.0,0.0,"unknown","no"
44.0,"management","married","tertiary","no",236.0,"yes","yes","telephone",18.0,"jul",199.0,3.0,-1.0,0.0,"unknown","no"
29.0,"self-employed","married","tertiary","no",242.0,"yes","no","cellular",18.0,"jul",73.0,4.0,-1.0,0.0,"unknown","no"
33.0,"management","married","secondary","no",171.0,"no","no","cellular",18.0,"jul",100.0,4.0,-1.0,0.0,"unknown","no"
31.0,"entrepreneur","single","secondary","no",379.0,"yes","no","cellular",18.0,"jul",570.0,2.0,-1.0,0.0,"unknown","no"
60.0,"technician","married","secondary","no",851.0,"no","yes","cellular",18.0,"jul",112.0,2.0,-1.0,0.0,"unknown","no"
36.0,"admin.","married","tertiary","no",0.0,"yes","no","cellular",18.0,"jul",837.0,8.0,-1.0,0.0,"unknown","no"
34.0,"blue-collar","married","secondary","no",45.0,"yes","yes","cellular",18.0,"jul",127.0,3.0,-1.0,0.0,"unknown","no"
32.0,"blue-collar","divorced","secondary","no",473.0,"no","no","cellular",18.0,"jul",320.0,1.0,-1.0,0.0,"unknown","no"
34.0,"admin.","married","secondary","no",430.0,"yes","no","cellular",21.0,"jul",82.0,4.0,-1.0,0.0,"unknown","no"
42.0,"blue-collar","single","tertiary","no",1736.0,"no","no","telephone",21.0,"jul",179.0,2.0,-1.0,0.0,"unknown","no"
53.0,"unemployed","married","unknown","no",210.0,"yes","no","telephone",21.0,"jul",280.0,3.0,-1.0,0.0,"unknown","no"
40.0,"entrepreneur","married","secondary","no",1238.0,"yes","no","telephone",21.0,"jul",50.0,2.0,-1.0,0.0,"unknown","no"
48.0,"management","single","secondary","no",290.0,"yes","no","cellular",21.0,"jul",257.0,2.0,-1.0,0.0,"unknown","no"
41.0,"blue-collar","single","secondary","no",98.0,"no","yes","cellular",21.0,"jul",97.0,6.0,-1.0,0.0,"unknown","no"
33.0,"blue-collar","married","secondary","no",681.0,"yes","yes","cellular",21.0,"jul",357.0,1.0,-1.0,0.0,"unknown","no"
36.0,"entrepreneur","married","primary","no",600.0,"no","no","cellular",21.0,"jul",538.0,1.0,-1.0,0.0,"unknown","no"
35.0,"technician","divorced","unknown","no",244.0,"no","no","cellular",21.0,"jul",54.0,10.0,-1.0,0.0,"unknown","no"
49.0,"admin.","single","secondary","no",-412.0,"yes","no","cellular",21.0,"jul",31.0,1.0,-1.0,0.0,"unknown","no"
57.0,"management","married","tertiary","no",2770.0,"no","yes","telephone",21.0,"jul",158.0,1.0,-1.0,0.0,"unknown","no"
42.0,"technician","single","secondary","no",417.0,"no","no","cellular",21.0,"jul",177.0,1.0,-1.0,0.0,"unknown","no"
38.0,"admin.","divorced","secondary","no",0.0,"yes","no","cellular",21.0,"jul",93.0,1.0,-1.0,0.0,"unknown","no"
58.0,"admin.","married","secondary","no",1455.0,"yes","no","cellular",21.0,"jul",119.0,1.0,-1.0,0.0,"unknown","no"
48.0,"management","single","tertiary","no",414.0,"no","no","cellular",21.0,"jul",761.0,2.0,-1.0,0.0,"unknown","no"
28.0,"blue-collar","married","primary","yes",-124.0,"yes","no","cellular",21.0,"jul",116.0,3.0,-1.0,0.0,"unknown","no"
35.0,"blue-collar","married","secondary","no",187.0,"no","yes","cellular",21.0,"jul",178.0,1.0,-1.0,0.0,"unknown","no"
26.0,"management","single","secondary","no",609.0,"yes","no","cellular",21.0,"jul",594.0,1.0,-1.0,0.0,"unknown","no"
57.0,"services","married","secondary","no",4.0,"no","no","cellular",21.0,"jul",84.0,1.0,-1.0,0.0,"unknown","no"
59.0,"management","married","tertiary","no",5865.0,"yes","no","cellular",21.0,"jul",250.0,1.0,-1.0,0.0,"unknown","no"
56.0,"retired","married","primary","no",340.0,"yes","no","cellular",21.0,"jul",1220.0,1.0,-1.0,0.0,"unknown","no"
50.0,"blue-collar","divorced","primary","no",-19.0,"yes","no","cellular",21.0,"jul",407.0,11.0,-1.0,0.0,"unknown","no"
57.0,"management","married","primary","no",687.0,"yes","yes","telephone",21.0,"jul",107.0,3.0,-1.0,0.0,"unknown","no"
50.0,"management","married","tertiary","no",230.0,"no","yes","cellular",21.0,"jul",149.0,2.0,-1.0,0.0,"unknown","no"
52.0,"admin.","married","secondary","no",799.0,"no","no","cellular",21.0,"jul",128.0,2.0,-1.0,0.0,"unknown","no"
25.0,"admin.","single","secondary","no",105.0,"no","yes","cellular",21.0,"jul",392.0,1.0,-1.0,0.0,"unknown","no"
30.0,"technician","married","tertiary","no",0.0,"no","no","cellular",21.0,"jul",306.0,1.0,-1.0,0.0,"unknown","no"
30.0,"management","married","tertiary","no",74.0,"yes","no","cellular",21.0,"jul",106.0,3.0,-1.0,0.0,"unknown","no"
47.0,"blue-collar","married","primary","no",273.0,"yes","no","cellular",21.0,"jul",91.0,3.0,-1.0,0.0,"unknown","no"
26.0,"technician","single","secondary","no",-213.0,"no","yes","cellular",21.0,"jul",418.0,5.0,-1.0,0.0,"unknown","no"
43.0,"blue-collar","married","primary","no",8.0,"no","yes","cellular",21.0,"jul",564.0,2.0,-1.0,0.0,"unknown","no"
59.0,"housemaid","married","primary","no",352.0,"no","no","telephone",21.0,"jul",132.0,10.0,-1.0,0.0,"unknown","no"
54.0,"services","married","secondary","no",472.0,"no","yes","cellular",21.0,"jul",86.0,4.0,-1.0,0.0,"unknown","no"
34.0,"management","married","secondary","no",1007.0,"yes","no","cellular",21.0,"jul",240.0,2.0,-1.0,0.0,"unknown","no"
33.0,"management","married","tertiary","no",1.0,"yes","yes","cellular",21.0,"jul",551.0,8.0,-1.0,0.0,"unknown","no"
38.0,"services","married","secondary","yes",-433.0,"yes","no","cellular",21.0,"jul",111.0,2.0,-1.0,0.0,"unknown","no"
30.0,"admin.","married","secondary","no",874.0,"yes","no","cellular",22.0,"jul",93.0,2.0,-1.0,0.0,"unknown","no"
36.0,"admin.","married","secondary","no",1733.0,"no","yes","cellular",22.0,"jul",204.0,3.0,-1.0,0.0,"unknown","no"
32.0,"management","married","tertiary","no",578.0,"no","yes","cellular",22.0,"jul",29.0,2.0,-1.0,0.0,"unknown","no"
25.0,"entrepreneur","married","tertiary","no",38.0,"yes","no","cellular",22.0,"jul",278.0,5.0,-1.0,0.0,"unknown","no"
27.0,"admin.","married","secondary","no",512.0,"yes","no","cellular",22.0,"jul",259.0,1.0,-1.0,0.0,"unknown","no"
33.0,"technician","single","tertiary","no",1257.0,"yes","no","cellular",22.0,"jul",66.0,1.0,-1.0,0.0,"unknown","no"
43.0,"admin.","married","secondary","no",2.0,"yes","yes","cellular",22.0,"jul",254.0,1.0,-1.0,0.0,"unknown","no"
29.0,"student","single","tertiary","no",652.0,"yes","no","cellular",22.0,"jul",285.0,1.0,-1.0,0.0,"unknown","no"
49.0,"unemployed","married","secondary","no",136.0,"no","yes","cellular",22.0,"jul",246.0,1.0,-1.0,0.0,"unknown","no"
26.0,"blue-collar","married","primary","no",399.0,"yes","no","cellular",22.0,"jul",1288.0,2.0,-1.0,0.0,"unknown","no"
45.0,"admin.","married","secondary","no",0.0,"no","no","cellular",22.0,"jul",73.0,2.0,-1.0,0.0,"unknown","no"
42.0,"management","divorced","tertiary","no",621.0,"no","yes","cellular",22.0,"jul",87.0,2.0,-1.0,0.0,"unknown","no"
43.0,"blue-collar","married","primary","yes",0.0,"no","yes","cellular",22.0,"jul",431.0,8.0,-1.0,0.0,"unknown","no"
58.0,"management","married","tertiary","no",2183.0,"yes","no","cellular",22.0,"jul",209.0,1.0,-1.0,0.0,"unknown","no"
33.0,"blue-collar","divorced","secondary","no",474.0,"no","no","cellular",22.0,"jul",400.0,2.0,-1.0,0.0,"unknown","no"
26.0,"services","single","secondary","yes",0.0,"no","yes","cellular",22.0,"jul",240.0,10.0,-1.0,0.0,"unknown","no"
50.0,"technician","divorced","secondary","no",-556.0,"yes","yes","cellular",22.0,"jul",270.0,2.0,-1.0,0.0,"unknown","no"
30.0,"blue-collar","married","secondary","no",791.0,"yes","yes","cellular",22.0,"jul",137.0,2.0,-1.0,0.0,"unknown","no"
28.0,"management","married","secondary","no",143.0,"yes","no","cellular",22.0,"jul",44.0,13.0,-1.0,0.0,"unknown","no"
35.0,"management","married","tertiary","no",-196.0,"yes","no","cellular",22.0,"jul",216.0,2.0,-1.0,0.0,"unknown","no"
46.0,"blue-collar","married","secondary","no",209.0,"yes","no","cellular",22.0,"jul",126.0,4.0,-1.0,0.0,"unknown","no"
32.0,"technician","married","secondary","no",4790.0,"yes","no","cellular",22.0,"jul",314.0,2.0,-1.0,0.0,"unknown","no"
54.0,"self-employed","married","secondary","no",9.0,"yes","no","cellular",22.0,"jul",113.0,2.0,-1.0,0.0,"unknown","no"
34.0,"blue-collar","married","secondary","no",246.0,"yes","no","cellular",22.0,"jul",532.0,1.0,-1.0,0.0,"unknown","no"
25.0,"technician","single","secondary","no",0.0,"yes","no","cellular",23.0,"jul",487.0,5.0,-1.0,0.0,"unknown","no"
29.0,"technician","single","tertiary","no",48.0,"yes","no","cellular",23.0,"jul",164.0,1.0,-1.0,0.0,"unknown","no"
40.0,"services","divorced","secondary","no",-81.0,"no","yes","cellular",23.0,"jul",186.0,1.0,-1.0,0.0,"unknown","no"
59.0,"technician","married","secondary","no",2342.0,"no","yes","telephone",23.0,"jul",226.0,1.0,-1.0,0.0,"unknown","no"
41.0,"management","married","tertiary","no",0.0,"yes","no","cellular",23.0,"jul",285.0,3.0,-1.0,0.0,"unknown","no"
39.0,"blue-collar","married","secondary","no",1508.0,"no","no","cellular",23.0,"jul",281.0,1.0,-1.0,0.0,"unknown","no"
31.0,"blue-collar","married","secondary","no",79.0,"yes","yes","cellular",23.0,"jul",235.0,11.0,-1.0,0.0,"unknown","no"
50.0,"technician","married","secondary","no",778.0,"no","no","cellular",23.0,"jul",16.0,1.0,-1.0,0.0,"unknown","no"
25.0,"management","married","tertiary","no",937.0,"yes","no","cellular",23.0,"jul",115.0,1.0,-1.0,0.0,"unknown","no"
34.0,"self-employed","married","tertiary","no",1972.0,"yes","no","cellular",23.0,"jul",61.0,2.0,-1.0,0.0,"unknown","no"
43.0,"housemaid","married","primary","no",94.0,"no","no","cellular",23.0,"jul",35.0,9.0,-1.0,0.0,"unknown","no"
39.0,"technician","divorced","secondary","no",511.0,"no","yes","cellular",23.0,"jul",148.0,1.0,-1.0,0.0,"unknown","no"
54.0,"housemaid","married","primary","no",1319.0,"yes","no","telephone",23.0,"jul",70.0,2.0,-1.0,0.0,"unknown","no"
36.0,"management","divorced","tertiary","no",14930.0,"no","no","cellular",23.0,"jul",190.0,1.0,-1.0,0.0,"unknown","no"
27.0,"self-employed","single","tertiary","no",82.0,"no","yes","cellular",23.0,"jul",387.0,1.0,-1.0,0.0,"unknown","no"
60.0,"management","single","tertiary","no",0.0,"no","yes","cellular",23.0,"jul",151.0,1.0,-1.0,0.0,"unknown","no"
40.0,"services","married","secondary","no",111.0,"yes","no","cellular",23.0,"jul",134.0,1.0,-1.0,0.0,"unknown","no"
57.0,"retired","married","primary","no",65.0,"yes","no","telephone",23.0,"jul",588.0,1.0,-1.0,0.0,"unknown","no"
57.0,"management","married","tertiary","no",246.0,"yes","no","cellular",23.0,"jul",322.0,2.0,-1.0,0.0,"unknown","no"
57.0,"management","married","secondary","no",-868.0,"yes","yes","cellular",23.0,"jul",186.0,1.0,-1.0,0.0,"unknown","no"
43.0,"housemaid","married","secondary","no",743.0,"no","yes","cellular",23.0,"jul",323.0,3.0,-1.0,0.0,"unknown","no"
43.0,"admin.","married","secondary","no",315.0,"no","no","cellular",23.0,"jul",129.0,2.0,-1.0,0.0,"unknown","no"
42.0,"services","divorced","secondary","no",0.0,"yes","yes","cellular",23.0,"jul",168.0,1.0,-1.0,0.0,"unknown","no"
35.0,"blue-collar","married","secondary","no",74.0,"no","no","cellular",23.0,"jul",248.0,2.0,-1.0,0.0,"unknown","no"
58.0,"retired","divorced","unknown","no",5920.0,"yes","no","cellular",23.0,"jul",255.0,1.0,-1.0,0.0,"unknown","no"
29.0,"student","single","secondary","no",181.0,"yes","no","cellular",23.0,"jul",180.0,1.0,-1.0,0.0,"unknown","no"
27.0,"services","married","secondary","no",0.0,"yes","no","cellular",23.0,"jul",198.0,13.0,-1.0,0.0,"unknown","no"
37.0,"admin.","married","secondary","no",536.0,"yes","no","cellular",23.0,"jul",328.0,2.0,-1.0,0.0,"unknown","no"
25.0,"services","married","secondary","no",72.0,"yes","no","cellular",23.0,"jul",305.0,2.0,-1.0,0.0,"unknown","no"
49.0,"blue-collar","married","primary","no",-57.0,"no","no","telephone",23.0,"jul",161.0,2.0,-1.0,0.0,"unknown","no"
31.0,"admin.","married","secondary","no",1130.0,"yes","no","cellular",23.0,"jul",236.0,5.0,-1.0,0.0,"unknown","no"
30.0,"self-employed","married","primary","no",1380.0,"yes","no","cellular",24.0,"jul",259.0,9.0,-1.0,0.0,"unknown","no"
29.0,"admin.","single","secondary","no",768.0,"yes","no","cellular",24.0,"jul",119.0,5.0,-1.0,0.0,"unknown","no"
51.0,"entrepreneur","married","unknown","no",29.0,"yes","no","cellular",24.0,"jul",162.0,1.0,-1.0,0.0,"unknown","no"
29.0,"services","married","secondary","no",31.0,"yes","no","cellular",24.0,"jul",71.0,5.0,-1.0,0.0,"unknown","no"
51.0,"retired","divorced","primary","no",43.0,"no","no","cellular",24.0,"jul",212.0,2.0,-1.0,0.0,"unknown","no"
40.0,"blue-collar","married","primary","no",0.0,"no","no","cellular",24.0,"jul",313.0,1.0,-1.0,0.0,"unknown","no"
56.0,"management","divorced","tertiary","no",1654.0,"yes","no","cellular",24.0,"jul",335.0,2.0,-1.0,0.0,"unknown","no"
51.0,"services","married","secondary","no",-238.0,"yes","no","cellular",24.0,"jul",63.0,1.0,-1.0,0.0,"unknown","no"
31.0,"housemaid","married","primary","no",-184.0,"yes","no","cellular",24.0,"jul",326.0,1.0,-1.0,0.0,"unknown","no"
45.0,"entrepreneur","divorced","tertiary","no",1867.0,"yes","no","cellular",24.0,"jul",144.0,1.0,-1.0,0.0,"unknown","no"
30.0,"technician","married","secondary","no",13.0,"yes","yes","cellular",24.0,"jul",205.0,1.0,-1.0,0.0,"unknown","no"
44.0,"blue-collar","single","primary","no",0.0,"yes","no","cellular",24.0,"jul",184.0,1.0,-1.0,0.0,"unknown","no"
57.0,"management","married","tertiary","no",1741.0,"no","no","cellular",24.0,"jul",449.0,2.0,-1.0,0.0,"unknown","no"
28.0,"management","single","tertiary","no",1.0,"no","no","cellular",24.0,"jul",86.0,11.0,-1.0,0.0,"unknown","no"
27.0,"technician","divorced","secondary","no",162.0,"yes","no","cellular",24.0,"jul",203.0,1.0,-1.0,0.0,"unknown","no"
40.0,"blue-collar","married","secondary","no",3131.0,"yes","no","cellular",24.0,"jul",401.0,1.0,-1.0,0.0,"unknown","no"
51.0,"blue-collar","married","primary","no",959.0,"no","yes","cellular",24.0,"jul",240.0,5.0,-1.0,0.0,"unknown","no"
31.0,"technician","married","tertiary","no",6525.0,"yes","no","cellular",24.0,"jul",169.0,1.0,-1.0,0.0,"unknown","no"
28.0,"technician","single","secondary","no",1241.0,"no","no","cellular",24.0,"jul",343.0,1.0,-1.0,0.0,"unknown","no"
48.0,"blue-collar","divorced","secondary","no",271.0,"yes","yes","cellular",24.0,"jul",23.0,1.0,-1.0,0.0,"unknown","no"
29.0,"technician","single","secondary","no",428.0,"yes","no","cellular",24.0,"jul",273.0,2.0,-1.0,0.0,"unknown","no"
26.0,"services","married","secondary","no",-16.0,"yes","no","cellular",24.0,"jul",1036.0,1.0,-1.0,0.0,"unknown","no"
42.0,"blue-collar","married","secondary","no",634.0,"yes","no","cellular",24.0,"jul",256.0,2.0,-1.0,0.0,"unknown","no"
29.0,"blue-collar","married","secondary","no",658.0,"yes","no","cellular",24.0,"jul",267.0,1.0,-1.0,0.0,"unknown","no"
46.0,"entrepreneur","married","primary","no",8873.0,"yes","no","cellular",24.0,"jul",314.0,2.0,-1.0,0.0,"unknown","no"
30.0,"services","married","primary","no",-224.0,"yes","no","cellular",24.0,"jul",79.0,3.0,-1.0,0.0,"unknown","no"
31.0,"admin.","married","secondary","no",12.0,"yes","no","cellular",24.0,"jul",306.0,1.0,-1.0,0.0,"unknown","no"
33.0,"admin.","married","tertiary","no",640.0,"no","no","cellular",24.0,"jul",318.0,1.0,-1.0,0.0,"unknown","no"
33.0,"management","married","tertiary","no",7.0,"yes","no","telephone",24.0,"jul",780.0,1.0,-1.0,0.0,"unknown","no"
26.0,"services","married","secondary","no",199.0,"no","no","cellular",24.0,"jul",139.0,6.0,-1.0,0.0,"unknown","no"
39.0,"blue-collar","married","secondary","no",-66.0,"no","yes","telephone",24.0,"jul",626.0,5.0,-1.0,0.0,"unknown","no"
59.0,"blue-collar","married","secondary","no",0.0,"no","no","telephone",24.0,"jul",393.0,3.0,-1.0,0.0,"unknown","no"
37.0,"entrepreneur","married","tertiary","no",1514.0,"no","yes","cellular",24.0,"jul",568.0,3.0,-1.0,0.0,"unknown","no"
55.0,"blue-collar","married","unknown","no",728.0,"yes","no","cellular",25.0,"jul",130.0,2.0,-1.0,0.0,"unknown","no"
45.0,"retired","married","primary","no",25.0,"no","yes","cellular",25.0,"jul",115.0,3.0,-1.0,0.0,"unknown","no"
28.0,"housemaid","married","secondary","no",15.0,"yes","no","telephone",25.0,"jul",133.0,7.0,-1.0,0.0,"unknown","no"
51.0,"management","married","tertiary","no",-15.0,"no","no","cellular",25.0,"jul",212.0,2.0,-1.0,0.0,"unknown","no"
27.0,"technician","married","secondary","no",0.0,"yes","yes","cellular",25.0,"jul",190.0,2.0,-1.0,0.0,"unknown","no"
39.0,"entrepreneur","married","primary","no",13930.0,"yes","no","cellular",25.0,"jul",337.0,2.0,-1.0,0.0,"unknown","no"
37.0,"management","married","tertiary","no",4039.0,"no","yes","cellular",25.0,"jul",106.0,2.0,-1.0,0.0,"unknown","no"
32.0,"blue-collar","married","secondary","yes",-49.0,"yes","no","cellular",25.0,"jul",173.0,8.0,-1.0,0.0,"unknown","no"
50.0,"admin.","divorced","secondary","no",556.0,"yes","no","cellular",25.0,"jul",305.0,1.0,-1.0,0.0,"unknown","no"
26.0,"self-employed","married","secondary","yes",254.0,"yes","yes","cellular",25.0,"jul",335.0,1.0,-1.0,0.0,"unknown","no"
38.0,"housemaid","married","primary","yes",0.0,"no","no","cellular",25.0,"jul",267.0,1.0,-1.0,0.0,"unknown","no"
30.0,"technician","married","secondary","no",-280.0,"yes","no","cellular",25.0,"jul",246.0,2.0,-1.0,0.0,"unknown","no"
27.0,"student","single","tertiary","no",1.0,"no","no","cellular",25.0,"jul",73.0,1.0,-1.0,0.0,"unknown","no"
25.0,"blue-collar","married","secondary","no",59.0,"yes","no","cellular",25.0,"jul",246.0,1.0,-1.0,0.0,"unknown","no"
31.0,"services","single","tertiary","no",10122.0,"yes","no","cellular",25.0,"jul",63.0,1.0,-1.0,0.0,"unknown","no"
41.0,"admin.","single","secondary","no",0.0,"no","no","telephone",25.0,"jul",286.0,2.0,-1.0,0.0,"unknown","no"
46.0,"admin.","married","unknown","no",0.0,"yes","no","cellular",25.0,"jul",49.0,1.0,-1.0,0.0,"unknown","no"
59.0,"retired","married","primary","no",-182.0,"no","yes","cellular",25.0,"jul",153.0,1.0,-1.0,0.0,"unknown","no"
48.0,"self-employed","divorced","tertiary","no",103.0,"no","yes","cellular",25.0,"jul",135.0,1.0,-1.0,0.0,"unknown","no"
54.0,"management","divorced","tertiary","no",2079.0,"no","yes","cellular",25.0,"jul",217.0,1.0,-1.0,0.0,"unknown","no"
47.0,"management","married","primary","no",2793.0,"yes","no","telephone",25.0,"jul",102.0,4.0,-1.0,0.0,"unknown","no"
40.0,"management","divorced","tertiary","no",205.0,"no","no","cellular",25.0,"jul",357.0,1.0,-1.0,0.0,"unknown","no"
33.0,"services","married","secondary","yes",-319.0,"yes","no","cellular",25.0,"jul",142.0,1.0,-1.0,0.0,"unknown","no"
30.0,"technician","divorced","tertiary","no",317.0,"yes","no","cellular",25.0,"jul",67.0,5.0,-1.0,0.0,"unknown","no"
39.0,"management","divorced","tertiary","no",1555.0,"yes","no","cellular",25.0,"jul",796.0,1.0,-1.0,0.0,"unknown","no"
55.0,"blue-collar","married","primary","no",2490.0,"no","no","telephone",25.0,"jul",106.0,3.0,-1.0,0.0,"unknown","no"
57.0,"management","married","secondary","no",262.0,"no","no","cellular",25.0,"jul",276.0,1.0,-1.0,0.0,"unknown","no"
40.0,"blue-collar","married","secondary","no",60.0,"no","yes","cellular",25.0,"jul",36.0,1.0,-1.0,0.0,"unknown","no"
28.0,"services","married","secondary","no",633.0,"no","yes","cellular",25.0,"jul",95.0,1.0,-1.0,0.0,"unknown","no"
59.0,"retired","married","secondary","no",377.0,"no","yes","cellular",25.0,"jul",468.0,4.0,-1.0,0.0,"unknown","no"
30.0,"technician","single","secondary","no",1626.0,"no","no","cellular",25.0,"jul",566.0,3.0,-1.0,0.0,"unknown","no"
51.0,"technician","married","secondary","no",18.0,"no","yes","cellular",25.0,"jul",363.0,6.0,-1.0,0.0,"unknown","no"
44.0,"self-employed","married","tertiary","no",233.0,"yes","yes","cellular",25.0,"jul",161.0,7.0,-1.0,0.0,"unknown","no"
41.0,"blue-collar","married","secondary","no",113.0,"no","no","cellular",25.0,"jul",92.0,15.0,-1.0,0.0,"unknown","no"
41.0,"blue-collar","married","unknown","no",0.0,"no","yes","cellular",25.0,"jul",210.0,4.0,-1.0,0.0,"unknown","no"
45.0,"blue-collar","single","primary","no",92.0,"no","yes","cellular",25.0,"jul",99.0,7.0,-1.0,0.0,"unknown","no"
45.0,"services","married","secondary","no",88.0,"yes","no","cellular",25.0,"jul",87.0,4.0,-1.0,0.0,"unknown","no"
28.0,"admin.","single","secondary","no",230.0,"no","no","cellular",25.0,"jul",118.0,3.0,-1.0,0.0,"unknown","no"
58.0,"retired","single","primary","no",999.0,"no","no","cellular",25.0,"jul",188.0,6.0,-1.0,0.0,"unknown","no"
46.0,"blue-collar","married","primary","no",-271.0,"yes","no","cellular",25.0,"jul",65.0,2.0,-1.0,0.0,"unknown","no"
31.0,"entrepreneur","married","tertiary","no",5156.0,"yes","no","cellular",28.0,"jul",147.0,3.0,-1.0,0.0,"unknown","no"
31.0,"technician","married","tertiary","no",19.0,"yes","no","cellular",28.0,"jul",243.0,31.0,-1.0,0.0,"unknown","no"
40.0,"management","married","tertiary","no",0.0,"yes","no","cellular",28.0,"jul",52.0,11.0,-1.0,0.0,"unknown","no"
60.0,"retired","single","secondary","no",74.0,"yes","no","telephone",28.0,"jul",29.0,8.0,-1.0,0.0,"unknown","no"
57.0,"admin.","single","secondary","no",0.0,"no","no","cellular",28.0,"jul",261.0,4.0,-1.0,0.0,"unknown","no"
39.0,"management","single","tertiary","no",168.0,"no","no","cellular",28.0,"jul",56.0,9.0,-1.0,0.0,"unknown","no"
25.0,"management","single","tertiary","no",155.0,"yes","no","telephone",28.0,"jul",193.0,3.0,-1.0,0.0,"unknown","no"
31.0,"management","single","tertiary","no",0.0,"yes","no","cellular",28.0,"jul",117.0,3.0,-1.0,0.0,"unknown","no"
51.0,"self-employed","married","secondary","yes",-206.0,"no","yes","cellular",28.0,"jul",51.0,3.0,-1.0,0.0,"unknown","no"
33.0,"management","married","tertiary","no",0.0,"yes","no","cellular",28.0,"jul",54.0,3.0,-1.0,0.0,"unknown","no"
32.0,"technician","married","secondary","no",163.0,"yes","yes","cellular",28.0,"jul",73.0,3.0,-1.0,0.0,"unknown","no"
38.0,"management","single","tertiary","no",8.0,"yes","no","cellular",28.0,"jul",219.0,2.0,-1.0,0.0,"unknown","no"
42.0,"services","married","secondary","no",98.0,"yes","no","telephone",28.0,"jul",228.0,2.0,-1.0,0.0,"unknown","no"
38.0,"management","married","secondary","no",1066.0,"yes","no","cellular",28.0,"jul",78.0,2.0,-1.0,0.0,"unknown","no"
58.0,"self-employed","married","tertiary","no",794.0,"no","yes","telephone",28.0,"jul",130.0,9.0,-1.0,0.0,"unknown","no"
48.0,"admin.","married","secondary","no",-160.0,"no","yes","cellular",28.0,"jul",84.0,3.0,-1.0,0.0,"unknown","no"
53.0,"entrepreneur","married","tertiary","no",1129.0,"no","yes","cellular",28.0,"jul",241.0,8.0,-1.0,0.0,"unknown","no"
36.0,"management","married","tertiary","no",-1629.0,"yes","yes","cellular",28.0,"jul",337.0,2.0,-1.0,0.0,"unknown","no"
58.0,"technician","divorced","secondary","no",553.0,"yes","no","cellular",28.0,"jul",174.0,2.0,-1.0,0.0,"unknown","no"
50.0,"admin.","single","secondary","no",167.0,"no","yes","cellular",28.0,"jul",201.0,3.0,-1.0,0.0,"unknown","no"
28.0,"admin.","single","tertiary","no",1104.0,"yes","no","cellular",28.0,"jul",73.0,7.0,-1.0,0.0,"unknown","no"
47.0,"housemaid","married","primary","no",20.0,"no","yes","cellular",28.0,"jul",564.0,5.0,-1.0,0.0,"unknown","no"
38.0,"management","single","tertiary","no",-476.0,"yes","no","cellular",28.0,"jul",76.0,2.0,-1.0,0.0,"unknown","no"
60.0,"technician","divorced","tertiary","no",-361.0,"no","yes","cellular",28.0,"jul",76.0,6.0,-1.0,0.0,"unknown","no"
59.0,"self-employed","married","primary","no",0.0,"yes","no","telephone",28.0,"jul",97.0,2.0,-1.0,0.0,"unknown","no"
53.0,"blue-collar","married","secondary","no",2267.0,"no","yes","cellular",28.0,"jul",57.0,6.0,-1.0,0.0,"unknown","no"
31.0,"management","single","secondary","yes",20.0,"yes","no","cellular",28.0,"jul",141.0,5.0,-1.0,0.0,"unknown","no"
56.0,"technician","married","secondary","no",76.0,"yes","no","cellular",28.0,"jul",93.0,3.0,-1.0,0.0,"unknown","no"
59.0,"housemaid","married","primary","no",88.0,"yes","no","cellular",28.0,"jul",63.0,5.0,-1.0,0.0,"unknown","no"
40.0,"management","married","tertiary","no",552.0,"no","no","cellular",28.0,"jul",761.0,8.0,-1.0,0.0,"unknown","no"
26.0,"services","single","secondary","no",1163.0,"no","yes","cellular",28.0,"jul",239.0,4.0,-1.0,0.0,"unknown","no"
35.0,"blue-collar","single","primary","no",-631.0,"yes","no","cellular",28.0,"jul",124.0,3.0,-1.0,0.0,"unknown","no"
36.0,"management","single","tertiary","no",1743.0,"yes","no","cellular",28.0,"jul",428.0,2.0,-1.0,0.0,"unknown","no"
45.0,"admin.","married","secondary","no",1214.0,"yes","no","cellular",28.0,"jul",118.0,2.0,-1.0,0.0,"unknown","no"
52.0,"blue-collar","divorced","secondary","no",1912.0,"yes","yes","cellular",28.0,"jul",123.0,2.0,-1.0,0.0,"unknown","no"
33.0,"admin.","married","secondary","no",2.0,"yes","yes","cellular",28.0,"jul",85.0,12.0,-1.0,0.0,"unknown","no"
29.0,"entrepreneur","married","secondary","no",65.0,"yes","no","cellular",28.0,"jul",19.0,14.0,-1.0,0.0,"unknown","no"
32.0,"admin.","married","secondary","no",48.0,"yes","no","cellular",28.0,"jul",76.0,3.0,-1.0,0.0,"unknown","no"
52.0,"services","single","secondary","no",21.0,"yes","no","cellular",28.0,"jul",147.0,15.0,-1.0,0.0,"unknown","no"
34.0,"blue-collar","married","secondary","no",1682.0,"yes","yes","cellular",28.0,"jul",123.0,3.0,-1.0,0.0,"unknown","no"
44.0,"blue-collar","married","secondary","no",841.0,"no","no","cellular",28.0,"jul",504.0,4.0,-1.0,0.0,"unknown","no"
30.0,"blue-collar","single","secondary","no",567.0,"yes","no","cellular",28.0,"jul",317.0,5.0,-1.0,0.0,"unknown","no"
